,Beat_ID,Prev_Beat_ID,Curr0-0,Curr0-1,Curr0-2,Curr0-3,Curr1-0,Curr1-1,Curr1-2,Curr1-3,Curr2-0,Curr2-1,Curr2-2,Curr2-3,Prev0-0,Prev0-1,Prev0-2,Prev0-3,Prev1-0,Prev1-1,Prev1-2,Prev1-3,Prev2-0,Prev2-1,Prev2-2,Prev2-3,Flow
18629,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18630,*-1-1-1-1+2-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18631,*+4-1-1-1-1-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1+3*,4,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,False
18632,*-1-1+14-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1+3*,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,False
18633,*-1-1+3-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1+12-1-1-1+3*,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,False
18634,*-1-1-1-1-1-1-1-1-1+11-1-1*,*-1-1-1-1-1-1-1+12-1-1-1+3*,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,False
18635,*-1-1-1+14+6-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+12-1-1-1+3*,-1,-1,-1,14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,False
18636,*+0-1+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18637,*-1-1-1-1-1-1-1-1-1+7-1+16*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18638,*-1+0-1+9-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18639,*-1-1-1-1-1-1-1-1+6-1+15-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18640,*-1-1-1-1-1-1-1+12-1-1-1+3*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,False
18641,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18642,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18643,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18644,*-1-1-1-1-1-1-1-1+0-1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18645,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18646,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18647,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18648,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18649,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18650,*-1+9-1-1-1-1-1-1+1-1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18651,*-1-1-1-1-1-1-1-1+4-1-1+16*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,16,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,False
18652,*-1-1-1+5-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+3*,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,False
18653,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+3*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,False
18654,*-1-1-1-1-1-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+3*,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,False
18655,*-1-1-1-1-1-1-1-1+2-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+12*,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,False
18656,*-1-1-1-1-1-1-1-1-1-1-1+12*,*-1-1-1-1-1-1-1-1-1-1-1+12*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,False
18657,*-1-1-1-1-1-1-1-1-1+7-1+14*,*-1-1-1-1-1-1-1-1+2-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,False
18658,*+2-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1+2-1-1-1*,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,False
18659,*-1-1-1-1-1-1-1-1-1-1-1+16*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18660,*-1-1-1-1-1-1-1-1-1-1-1+3*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18661,*-1-1-1-1-1-1-1-1+2-1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18662,*-1-1-1-1-1-1-1-1+2-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+12*,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,False
18663,*-1-1-1-1-1-1-1-1-1-1-1+12*,*-1-1-1-1-1-1-1-1-1-1-1+12*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,False
18664,*+9-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+6-1-1*,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,False
18665,*-1-1-1-1-1-1-1-1-1-1+16-1*,*-1-1-1-1-1-1-1-1-1+6-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,False
18666,*-1-1-1+0-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+6-1-1*,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,False
18667,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1+6-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,False
18668,*-1-1-1-1+11-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+6-1-1*,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,False
18669,*-1-1-1-1-1-1-1+3-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,False
18670,*-1-1-1-1+2-1-1-1+11-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,False
18671,*+9-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+16*,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,False
18672,*-1-1-1-1-1-1-1+12-1-1-1+3*,*-1-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,False
18673,*-1-1-1+0-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+16*,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,False
18674,*-1+0+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18675,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18676,*+2-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18677,*-1-1-1-1-1-1-1-1-1+11-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18678,*-1-1-1-1-1-1-1-1-1-1+3-1*,*-1-1-1+12-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,False
18679,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1+12-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,False
18680,*+13-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1+12-1-1-1-1-1-1-1-1*,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,False
18681,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1+12-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,False
18682,*-1-1-1+5-1-1-1-1-1-1-1-1*,*-1-1-1+12-1-1-1-1-1-1-1-1*,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,False
18683,*+9-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18684,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18685,*-1-1-1+0-1-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18686,*-1-1+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18687,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18688,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18689,*-1-1-1-1-1-1-1-1-1+7-1-1*,*-1-1-1-1+6-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,False
18690,*-1-1-1-1-1-1-1-1+0-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18691,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18692,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18693,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18694,*-1-1+0-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18695,*-1-1-1+14-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,14,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18696,*-1-1-1-1-1+3-1-1-1-1+11-1*,*-1-1-1-1-1-1-1-1-1-1-1+9*,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18697,*+4-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1-1-1+9*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,False
18698,*-1+5-1-1-1-1-1-1-1-1+15-1*,*-1-1+9-1-1-1-1-1-1+1-1-1*,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,False
18699,*-1-1-1-1+2-1-1+12-1-1-1-1*,*-1-1+9-1-1-1-1-1-1+1-1-1*,-1,-1,-1,-1,2,-1,-1,12,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,False
18700,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1+9-1-1-1-1-1-1+1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,False
18701,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1+9-1-1-1-1-1-1+1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,False
18702,*-1-1-1-1-1-1-1+12-1-1-1+3*,*-1-1+9-1-1-1-1-1-1+1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,False
18703,*-1-1-1-1+2-1-1-1+11-1-1-1*,*-1-1-1+0-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,False
18704,*+9-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1+0-1-1-1-1-1-1-1-1*,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,False
18705,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1+0-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,False
18706,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1-1+0-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,False
18707,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1-1-1+0-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,False
18708,*+4-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,4,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,False
18709,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,False
18710,*+4-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,4,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,False
18711,*-1-1-1-1-1-1-1-1-1+15-1-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,False
18712,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,False
18713,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1-1+5-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18714,*-1+13-1-1-1-1-1-1-1-1-1-1*,*-1-1+5-1-1-1-1-1-1-1-1-1*,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18715,*-1-1-1+14-1-1-1-1-1-1-1+3*,*-1-1+5-1-1-1-1-1-1-1-1-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18716,*-1-1+0-1-1-1-1-1-1-1-1-1*,*-1-1+5-1-1-1-1-1-1-1-1-1*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18717,*+4-1-1-1-1-1-1-1+11-1-1-1*,*-1-1+5-1-1-1-1-1-1-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18718,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18719,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18720,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18721,*-1-1-1-1-1-1-1-1+0-1-1-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18722,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18723,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18724,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18725,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18726,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18727,*-1-1-1+9-1-1-1-1+1-1-1-1*,*-1+9-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18728,*+4-1-1-1-1-1-1-1-1-1-1+16*,*-1+9-1-1-1-1-1-1-1-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False
18729,*-1-1-1+14-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1+11-1-1+3-1-1*,-1,-1,-1,14,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,False
18730,*-1+0-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1+11-1-1+3-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,False
18731,*-1-1+13-1-1-1-1-1-1+7-1-1*,*-1-1-1-1-1-1+11-1-1+3-1-1*,-1,-1,13,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,False
18732,*-1-1-1-1+2-1-1+12-1-1-1-1*,*-1-1-1-1-1-1+11-1-1+3-1-1*,-1,-1,-1,-1,2,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,False
18733,*-1+5-1-1-1-1-1-1-1-1+15-1*,*-1-1-1-1-1-1+11-1-1+3-1-1*,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,3,-1,-1,False
18734,*-1-1+0-1-1-1-1-1-1-1-1+10*,*-1-1-1+9-1-1-1-1+1-1-1-1*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,False
18735,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1+9-1-1-1-1+1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,False
